49	FAMOUS_BOOKS	Clarissa	Samuel Richardson
50	FAMOUS_BOOKS	Dream of the Red Chamber	Cao Xueqin
51	FAMOUS_BOOKS	The Trial	Franz Kafka
52	FAMOUS_BOOKS	Jane Eyre	Charlotte Bronte
53	FAMOUS_BOOKS	The Red Badge of Courage	Stephen Crane
54	FAMOUS_BOOKS	The Grapes of Wrath	John Steinbeck
55	FAMOUS_BOOKS	Petersburg	Andrey Bely
56	FAMOUS_BOOKS	Things Fall Apart	Chinue Achebe
57	FAMOUS_BOOKS	The Princess of Cleves	Madame de Lafayette
58	FAMOUS_BOOKS	The Stranger	Albert Camus
59	FAMOUS_BOOKS	My Antonia	Willa Cather
60	FAMOUS_BOOKS	The�Counterfeiters	Andre Gide
61	FAMOUS_BOOKS	The Age of Innocence	Edith Wharton
62	FAMOUS_BOOKS	The Good Soldier	Ford Madox Ford
63	FAMOUS_BOOKS	The Awakening	Kate Chopin
64	FAMOUS_BOOKS	A Passage to India	E. M. Forster
65	FAMOUS_BOOKS	Herzog	Saul Bellow
66	FAMOUS_BOOKS	Germinal	Emile Zola
67	FAMOUS_BOOKS	Call It Sleep	Henry Roth
68	FAMOUS_BOOKS	U.S.A. Trilogy	John�Dos�Passos
69	FAMOUS_BOOKS	Hunger	Knut Hamsun
70	FAMOUS_BOOKS	Berlin Alexanderplatz	Alfred Doblin
71	FAMOUS_BOOKS	Cities of Salt	'Abd al-Rahman Munif
72	FAMOUS_BOOKS	The Death of Artemio Cruz	Carlos Fuentes
73	FAMOUS_BOOKS	A Farewell to Arms	Ernest Hemingway
74	FAMOUS_BOOKS	Brideshead Revisited	Evelyn Waugh
75	FAMOUS_BOOKS	The Last Chronicle of Barset	Anthony Trollope
76	FAMOUS_BOOKS	The Pickwick Papers	Charles Dickens
77	FAMOUS_BOOKS	Robinson Crusoe	Daniel Defoe
78	FAMOUS_BOOKS	The�Sorrows�of�Young�Werther	Johann Wolfgang von Goethe
79	FAMOUS_BOOKS	Candide	Voltaire
80	FAMOUS_BOOKS	Native Son	Richard Wright
81	FAMOUS_BOOKS	Under the Volcano	Malcolm Lowry
82	FAMOUS_BOOKS	Oblomov	Ivan Goncharov
83	FAMOUS_BOOKS	Their Eyes Were Watching God	Zora Neale Hurston
84	FAMOUS_BOOKS	Waverley	Sir Walter Scott
85	FAMOUS_BOOKS	Snow Country	Kawabata Yasunari
86	FAMOUS_BOOKS	Nineteen Eighty-Four	George Orwell
87	FAMOUS_BOOKS	The Betrothed	Alessandro Manzoni
88	FAMOUS_BOOKS	The Last of the Mohicans	James Fenimore Cooper
89	FAMOUS_BOOKS	Uncle Tom's Cabin	Harriet Beecher Stowe
90	FAMOUS_BOOKS	Les Miserables	Victor Hugo
91	FAMOUS_BOOKS	On the Road	Jack Kerouac
92	FAMOUS_BOOKS	Frankenstein	Mary Shelley
93	FAMOUS_BOOKS	The Leopard	Giuseppe Tomasi di Lampedusa
94	FAMOUS_BOOKS	The Catcher in the Rye	J.D. Salinger
95	FAMOUS_BOOKS	The Woman in White	Wilkie Collins
96	FAMOUS_BOOKS	The Good Soldier Svejk	Jaroslav Hasek
97	FAMOUS_BOOKS	Dracula	Bram Stoker
98	FAMOUS_BOOKS	The Three Musketeers	Alexandre Dumas
99	FAMOUS_BOOKS	The Hound of Baskervilles	Arthur Conan Doyle
100	FAMOUS_BOOKS	Gone with the Wind	Margaret MitchellGK	Which Mediterranean countries orchestra is bigger than its army	Monaco
101	GK	What links stags tails, pickled worms, gallstones, tomatoes	Once thought to be Aphrodisiacs
102	GK	Baked beans were originally served in what sauce	Treacle - molasses
103	GK	Where can you buy a copy of Penguin News	Falkland Islands
104	GK	Who was the hero of the old TV cop series Dragnet	Sergeant Joe Friday
105	GK	Which African country was founded by Americans	Liberia
106	GK	What was Britain called - before it was Britain	Albion
107	GK	What part of a frog do you rub to hypnotise it	Its belly
108	GK	How did multi millionaire Russell Sage save money	Not wear underwear
109	GK	How was USA president James Buchanan different from all rest	Bachelor maybe gay
110	GK	What's involved in 20% of car accidents in Sweden	A moose
111	GK	What's unusual about evangelist Amy Semple McPhersons coffin	Contains Telephone
112	GK	Who would use a swozzle	Punch and Judy man
113	GK	What does a tailor do with his plonker	Press suits
114	GK	Churches in Malta have two what	Clocks right and wrong confuse devil
115	GK	Marnie Nixon what Deborah Kerr Natilie Wood Audrey Hepburn	Dubbed in their singing voices
116	GK	Which Italian tractor maker tried making cars in 1960s	Ferruchio Lamborghini
117	GK	What first appeared on Page 1 of the Times 3 May 1966	News stories
118	GK	Caruso put what in Nellie Melbas hand singing tiny hand frozen	Hot Sausage
119	GK	What would you do with an Edzell blue	Eat it
120	GK	In what month did the Russian October revolution take place	November
121	GK	Nobody's perfect is the last line in which classic comedy film	Some Like it Hot
122	GK	How did Buffalo Bill stick to one glass whisky a day	Quart glass
123	GK	In 1760 what means of personal transport was invented	Roller Skates
124	GK	What three counties were Eliza Dolittle taught to pronounce	Hertford Hereford Hampshire
125	GK	In Hitchcock's film The Trouble with Harry - what was the trouble	He was dead
126	GK	What was the first gramophone record made from	Tinfoil
127	GK	What did George Washington soak his wooden teeth in for taste	Port
128	GK	George V1 Mozart Al Jolson Casanova - which organisation	Freemasons
129	GK	Who said "Its so long since sex I forget who gets tied up"	Joan Rivers
130	GK	St Appolonia Patron Saint of what	Toothache
131	GK	What is measured on the Gay-Lussac scale	Alcohol strength
132	GK	A squid found in New Zealand had the biggest what ever seen	Eye 15.75 inches
133	GK	What was the first country to guarantee freedom of worship	Transylvania
134	GK	which famous person invented the cat flap	Isaac Newton
135	GK	By law what can you not do in Minnesota with your washing line	Put male female washing together
136	GK	Why do Tibetans grow long nails on little fingers	To pick noses efficiently
137	GK	Richard Penniman became famous as who	Little Richard
138	GK	What is a snood	A kind of hairnet
139	GK	Who said "men are creatures with two legs and 8 hands"	Jayne Mansfield
140	GK	Which European country eats the most breakfast cereal	Britain
141	GK	Philosopher Jeremy Bentham has a very unusual pet - what	Tea Pot
142	GK	What country did Italy invade in 1935	Abyssinia - Ethiopia
143	GK	Who sang the title song in the film Grease	Frankie Valli
144	GK	What is produced in a ginnery	Cotton
145	GK	What was made illegal in England in 1439	Kissing
146	GK	What was invented by Dr Albert Southwick in 1881	Electric chair
147	GK	In which country are you most likely to die from a scorpion sting	Mexico (1000 a year)
148	GK	Who is the most filmed author	Shakespeare over 300
149	GK	Excluding religious works what is the worlds top selling book	Guinness Book of RecordsGK	Who sold the most albums on a single day	Elvis
150	GK	What was the last item shown on British TV before WW2	Mickey Mouse
151	GK	What countries people had the longest life expectation	Iceland
152	GK	Who said "I like Beethoven especially the poems"	Ringo Starr
153	GK	What does the entire economy of the island of Nauru depend on	Bird shit
154	GK	John Glen first USA to orbit earth was in which service	US Marine Corps
155	GK	Oedipus was named after what - literal translation	Swollen feet
156	GK	What fish can hold objects in its tail	Sea Horse
157	GK	Who is the most filmed comic strip character	Zorro
158	GK	Whose version of A View to a Kill reached 1 in USA 2 in UK	Duran Duran
159	GK	Which country grows the most potatoes	Russia
160	GK	What does a drosomoter measure	Dew
161	GK	Which English Kings armour has the biggest codpiece	Henry 8
162	GK	Which country was the first to abolish capitol punishment 1826	Russia Czar Nicholas
163	GK	In law what is a co-parcener	Joint Heir
164	GK	Which pop group had a hit with Silence is Golden	Tremaloes
165	GK	Greek mathematician cylinder enclosed sphere carved on grave	Archimedes
166	GK	What does a psephologist study	Voting - Elections
167	GK	Where would you find line of Mars - Girdle of Venus	Palm
168	GK	British call this bird species tits - what do Americans call them	Chickadees
169	GK	Which country owns the Hen and Chicken islands	North island New Zealand
170	GK	Who created the TV series - The man from UNCLE	Ian Fleming
171	GK	Which film director described actors as cattle	Alfred Hitchcock
172	GK	Barring rain - in which athletics event would you get wet	Steeplechase
173	GK	What colour is the flesh of the Charentais melon	Orange
174	GK	Who appeared on the first US postage stamps (both names)	Washington - Franklin
175	GK	Who was the first person elected to US swimming hall fame	Johnny Weismuller
176	GK	The guillotine was invented for chopping off what	Hands
177	GK	Which country invented the bedsprings	Greeks
178	GK	Whets the difference between fog and mist	Seeing Distance under 1000yd
179	GK	What did Spanish scientists fit to cows to increase milk yield	False Teeth
180	GK	What people founded cheese making in England	Romans
181	GK	What is the first name of Mr Toad - in Toad of Toad Hall	Thaddeus
182	GK	Atephobia is a fear of what	Imperfection
183	GK	What are Grapnel, Bruce, Danforth, Plough types of?	Anchor
184	GK	Why did Handel compose The Messiah	For Cash
185	GK	Red flags flown by French ships - Joli Rouge origin of what name	Jolly Rodger
186	GK	in which country could you spend a Kwanza	Angola
187	GK	John Henry Deutchendorf famous as who (both names)	John Denver
188	GK	Mitre Dovetail Jig and Hack are types of what	Saw
189	GK	Tracey and Hepburn first film in 1942 was what	Woman of the Year
190	GK	Antimacassars were fitted to chairs - what is macasser	Hair oil
191	GK	Jack Ketch 1663 1686 had what job	Hangman
192	GK	Nekal was the first type of what product (Germany 1917)	Detergent
193	GK	Who was the first Grand Prix driver to used a safety belt in 1967	Jackie Stuart
194	GK	The SF award the Hugo is named after Hugo who?	Gernsbeck
195	GK	Maurice Micklewhite became famous as who	Michael Caine
196	GK	What do Ombrophobes fear	Rain
197	GK	If you had a Brassica Rapa what vegetable would you have	TurnipGK	Boob Day in Spain is what day in Britain (practical jokes played)	April Fools Day
198	GK	What crime did Theresa Vaughn commit 62 times in 5 years	Bigamy - Tried 1922
199	GK	Who sailed in a ship called Queen Ann's Revenge	Blackbeard
200	GK	Saponification is the process that makes what common product	Soap
201	GK	Blue red green yellow four Olympic rings colour what's missing	Black
202	GK	Detective Philip Marlow smokes what brand	Camels
203	GK	Who landed on Timor Island after being cast adrift	Captain Bligh
204	GK	What is the more common name of the Chaparral Cock	The Road Runner
205	GK	In what language did St Paul write his epistles	Greek
206	GK	Ian Fleming's house was called Goldeneye - which country	Jamaica
207	GK	Alfred Schneider became famous as who	Lenny Bruce
208	GK	A C-Curity was the original name of what common object	Zip Fastener
209	GK	Fidelity Bravery Integrity is which organisations motto	FBI
210	GK	Who was the first black entertainer to win an Emmy award	Harry Bellefonte
211	GK	Anthony Daniels played who in a series of films	C-P3O
212	GK	Of what material was the hairspring made in early watches	Pigs Hair
213	GK	In 1860 Napoleon III banquet - serving dishes dearer gold - what	Aluminium
214	GK	Which author created Dick Tracy	Chester Gould
215	GK	What is the worlds most widely used vegetable	Onion
216	GK	What are lentigines	Freckles
217	GK	What type of animal is a vmi-vmi	Very small pig
218	GK	What did Mege-Mouries invent in 1870 winning a Napoleon prize	Margarine
219	GK	What was Walt Disney's middle name	Elias
220	GK	Who would you expect to find in Castle Gondolofo	The Pope
221	GK	What two items make up the dish devils on horseback	Bacon Prunes
222	GK	What does ludo mean (literally)	I Play
223	GK	The Detours changed to The High Numbers then what name	The Who
224	GK	What animal was believed to be a cross camel - leopard	Giraffe
225	GK	An elephant has 400000 what in its trunk	Muscles
226	GK	What colour is cerulean	Deep Blue
227	GK	Who composed the Air for the G string (init and name)	JS Bach
228	GK	What were Twinkletoes - Lucky Jim (stuffed cats) first to do	Fly across Atlantic
229	GK	What are kreplach	Jewish ravioli
230	GK	The pica pica is what common bird	Magpie
231	GK	What male human feature was taxed in Elizabethan times	Beards
232	GK	Which record company rejected the Beatles as being past it	Decca
233	GK	From which country does spinach originate	Iran
234	GK	British policemen have truncheons what is USA equivalent	Nightstick
235	GK	In DC comics Linda Lee Danvers is whose alter ego	Supergirl
236	GK	In what country does the cow tree grow - sap looks tastes milk	Venezuela
237	GK	The penny black - worlds first stamp - what was second	Two penny Blue
238	GK	Which country produces Tokay	Hungary
239	GK	Where could you legally flash your dong - then spend it	Vietnam currency
240	GK	The Bald Eagle is Americas bird - What is Britain's	Robin
241	GK	Australian Clement Wragge instituted what	Naming Hurricanes
242	GK	What does Zip stand for in the American Zip Code	Zone Improvement Plan
243	GK	What wood is plywood mostly made from	Birch
244	GK	What is a Hummum	Turkish bath
245	GK	In which sport are left handed people banned from playing	Polo
246	GK	What food was invented in a sanatorium in 1890	Kellogg corn flakesGK	What is a Bellwether	Leader of flock of sheep
247	GK	What was Procul Harem's greatest hit	Whiter shade of pale
248	GK	Percy Shaw invented what in 1934	Cats eyes
249	GK	What animal produces its own sun tan lotion	Hippopotamus
250	GK	What was a Nuremberg egg	Pocket watch or clock
251	GK	What was the name of Isaac Newton's dog - caused fire in lab	Diamond
252	GK	Who was eaten by dogs in the Old Testament	Jezebel
253	GK	In literature who is the alter ego of Percy Blakney	Scarlet Pimpernel
254	GK	Juglans Regia is the real name of what type of nut tree	Walnut
255	GK	What album cover (by the Rolling Stones) had a zip on the side	Sticky Fingers
256	GK	What lives in a holt	An Otter
257	GK	Who is the Patron Saint of dancers and actors	St Vitas
258	GK	What is the worlds tallest grass	Bamboo
259	GK	Who owned the newspaper in Lou Grant - Nancy Marchand	Mrs Pyncheron
260	GK	Who reputedly first said - if in doubt tell the truth	Mark Twain
261	GK	John Richie became famous under what name	Sid Vicious
262	GK	In Greek mythology who rowed the dead across the river Styx	Charon
263	GK	Alfred White was a famous author under which name	James Herriot
264	GK	Which acid was first prepared from distilled red ants	Formic acid
265	GK	Who invented doctor Who	Terry Nation
266	GK	What took place on London's serpentine first time 16 June 1930	Mixed Bathing
267	GK	Which European city was the bride of the sea	Venice
268	GK	Who (not Peter Sellers) played Inspector Clouseau in 1968	Alan Arkin
269	GK	Where could you find the Lutine Bell	Lloyds of London
270	GK	Yabusame is the Japanese version of what sport	Archery
271	GK	Which Dickens novel is considered an autobiography	David Copperfield
272	GK	Dendrologists worship what	Trees
273	GK	What is the national sport of Finland	Motor Rallying
274	GK	Who was Agrippa's son	Nero
275	GK	Peter Goldmak invented what in 1948	LP record
276	GK	Milton lost which sense	Sight
277	GK	What are camel haired brushes made of	Squirrels tails
278	GK	How did the Greek dramatist Aeschalys die	Eagle dropped tortoise on head
279	GK	Playing card - Raymond Shaw trance - Manchurian Candidate	Queen Diamonds
280	GK	Eiffel designed the Eiffel tower - what was his first name	Gustave
281	GK	The Salk vaccine is used against what disease	Polio
282	GK	If you are born between June 23rd and July 23rd what star sign	Cancer
283	GK	An alloy of Iron - Chromium and Nickel makes what	Stainless Steel
284	GK	Who said "Public service is my motto"	Al Capone
285	GK	Drakes Golden Hind was originally called what	The Pelican
286	GK	In what film did Elvis play a Red Indian	Stay away Joe
287	GK	What did the Victorians call servant regulators	Alarm Clocks
288	GK	Which country first used the fountain pen	Egypt
289	GK	What is the more popular name for the Londonderry Air	Danny Boy
290	GK	Freyr was the Norse god of what	Fertility
291	GK	TAP is the national airline of which country	Portugal
292	GK	In which country is the port of Frey Bentos	Uruguay
293	GK	The Koh-i-Nor is a famous diamond - what does the name mean	Mountain of Light
294	GK	A nilometer measures the rise and fall of what	Rivers
295	GK	What was Britain's first colony (annexed in 1583)	NewfoundlandGK	Joseph Lister - first operation antiseptic - 1867 on who?	His sister
296	GK	What was Black Beauties original name?	Darkie
297	GK	Who was the original Peeping Tom looking at?	Lady Godiva
298	GK	What element is present in all organic compounds?	Carbon
299	GK	What was Professor Moriarties first name?	James
300	GK	Who was known as the Little Brown Saint?	Ghandi
301	GK	Who rode a horse called Morengo?	Napoleon at Waterloo
302	GK	A skulk is a group of which animals?	Foxes
303	GK	Who defended World heavyweight title twice on same night in 1906?	Tommy Burns
304	GK	What part of an aircraft is the empennage?	Tail Unit
305	GK	We know who wrote Little Women but who wrote Little Men?	Lousia May Alcott
306	GK	Who was the Goddess of the rainbow?	Iris
307	GK	In European city can you be jailed for not killing furry caterpillars?	Brussels
308	GK	Who was Olive Oyls boyfriend - before Popeye?	Ham Gravy
309	GK	Sienna law forbids women of what name from prostitution?	Maria
310	GK	What do the letters MG stand for on cars?	Morris Garages
311	GK	Who was the first actor to appear on cover of Time magazine?	Charlie Chaplin
312	GK	Polyphemus was the leader of which group of mythical giants?	Cyclops
313	GK	What does a pluviomoter measure?	Rainfall
314	GK	Which game was illegal in Elizabethan England?	Bowls
315	GK	What nationality was Oddjob?	Korean
316	GK	What is a Knout?	Russian flogging whip
317	GK	What language has the most words?	English
318	GK	Which film star used to be a circus acrobat?	Burt Lancaster
319	GK	The comma bacillus causes what disease?	Cholera
320	GK	Which country invented Venetian Blinds?	Japan
321	GK	What is a quadriga?	Roman 4 horse chariot
322	GK	What is a brickfielder?	Hot SE Aussie wind
323	GK	Pupik means belly button in what language?	Yiddish
324	GK	What is the main ingredient in Borsch?	Beetroot
325	GK	What was the name of Dr Dolittle’s Parrot?	Polynesia
326	GK	What was the name of William Tells son (the apple head boy)?	Walter
327	GK	Laika was the first ever dog to do what?	Go into space
328	GK	Where could you spend a Markka?	Finland
329	GK	What links a bick, throat, half swage, punching hole?	Anvil
330	GK	The Fagus is the Latin name of what type of tree?	Beech
331	GK	If you have Chlorosis what colour does the skin go?	Green
332	GK	The French say Bis - what word do the English use?	Encore
333	GK	Of what are Karakul, Texel, Romney Marsh types?	Sheep
334	GK	What is biltong?	Dried meat
335	GK	What type of fish is Scomber Scombrus?	Mackerel
336	GK	What are brick, fontina, port salut, quargel types of?	Cheese
337	GK	In which country did the turnip originate?	Greece
338	GK	Tchaikovsky died of which disease?	Cholera
339	GK	Sam Barraclough owned which film star?	Lassie
340	GK	Which animals can live longest without water?	Rats
341	GK	Captain Hanson Gregory Crockett created what void in 1847?	Hole in Doughnuts
342	GK	Kaka means parrot in which language?	Maori
343	GK	Who wrote A Town Like Alice?	Nevil Shute
344	GK	Which fruit contains the most protein?	AvocadoGK	Ignatius Loyola founded which organisation?	Jesuits
345	GK	Which 16th century Italian wrote The Prince?	Machiavelli
346	GK	A meander bend in a river, named from river meander - where?	Turkey
347	GK	Who tells the story in The Arabian Nights?	Sheherazade
348	GK	Alfred Jingle appears in which Dickens novel?	The Pickwick Papers
349	GK	Vaselina and Brillantino were alternate names which film?	Grease
350	GK	Chaplin ate a boot in the Gold Rush - what was it made of?	Liquorice
351	GK	Phoebe Anne Mozee better known as who?	Annie Oakley
352	GK	What is the tenth letter of the Greek alphabet?	Kappa
353	GK	If you were misocapnic what do you hate?	Tobacco Smoke
354	GK	In sailing ship days who often acted as the ships doctor?	Cook
355	GK	An isoneph on a map joins places of equal what?	Average Cloud Cover
356	GK	Bumper Harris - wooden leg - what Job on London Underground?	Ride new escalators
357	GK	Who is Ivanhoe's wife?	Rowena
358	GK	The Lent Lilly has a more common name - what?	Daffodil
359	GK	What would you be if you were a coryphée?	Ballet Dancer
360	GK	Whose last words were - "Clito I owe a cock to Asclepius"?	Socrates
361	GK	What does the German word Panzer literally mean?	Armour
362	GK	What is Frances longest river?	Loire
363	GK	In which month is the Munich beer festival held?	October
364	GK	What was the name of Norse God Thor's hammer?	Mjolnir
365	GK	Who ordered John the Baptists execution?	King Herod
366	GK	What was Walt Disney's first cartoon character?	Oswald the Rabbit
367	GK	What medication discovered in 1928 but introduced 1940?	Penicillin
368	GK	Who wrote Beau Geste?	P C Wren
369	GK	Prophesied the Chalus the Greek - Die on day - did of what?	Laughing
370	GK	Who is Aladdin's father?	Mustapha the tailor
371	GK	What American state is the Badger state?	Wisconsin
372	GK	Why was Fred Lorz disqualified 1904 Olympic marathon?	Hitched a lift
373	GK	In China what colour does the bride traditionally wear?	Red
374	GK	A muster is a group of which birds?	Peacocks
375	GK	Bohea is a type of what?	Tea
376	GK	In which country were antibiotics first used?	Egypt
377	GK	Which country grew the first Orange?	China
378	GK	Gossima was the original name of what game?	Table Tennis
379	GK	Wild marjoram is also known as what?	Oregano
380	GK	What was the name of Roses monkey in Friends?	Marcel
381	GK	Horse brasses - on dreyhorses - originally what purpose?	Charms - ward off evil
382	GK	Alfred Hitchcock admitted to being terrified of what?	Policeman
383	GK	What was the name of Sancho Panza's donkey?	Dapple
384	GK	What is Steganography?	Invisible ink writing
385	GK	An Albert chain is usually attached to what?	Watch
386	GK	An unkindness is a group of what birds?	Ravens
387	GK	A fellmonger deals in what items?	Animal skins
388	GK	What colour habit do Franciscan monks wear?	Grey
389	GK	Nenen-Kona is sold in Russia - what do we call it?	Pepsi-Cola
390	GK	Hugh Lofting created which famous character?	Doctor Dolittle
391	GK	What was the name of Russian bear mascot 1980 Olympics?	Mischa
392	GK	What ingredient must French ice cream contain by law?	Eggs
393	GK	A kindle is the name for a group of what young animals?	KittensGK	What is the commonest symbol on flags of the world?	Star
394	GK	Which country is alphabetically last?	Zimbabwe
395	GK	Smiths Bon-Bons changed their name to what after 1840?	Christmas Crackers
396	GK	Minerva is the Goddess of what?	Wisdom
397	GK	What type of animal is a jennet?	Small Spanish horse
398	GK	If you were crapulous what would you be?	Drunk
399	GK	Where would you Wedel?	Ski slope
400	GK	What is the correct name for a baby otter?	Kitten
401	GK	What colour is the gemstone peridot?	Green
402	GK	Sanskrit is an old language - what does the word mean?	Perfected
403	GK	In which country do they play houlani - type of hockey?	Turkey
404	GK	What does the name Tabitha mean?	Gazelle
405	GK	With what is spangy played?	Marbles
406	GK	Where did Spam get its name?	Spiced Ham
407	GK	The Pogues took their name from Pogue Mahone - what mean?	Kiss my arse
408	GK	What comes after the year of the snake - Chinese calendar?	Horse
409	GK	Mosi-oa-Tunya - Smoke that Thunders - what natural feature?	Victoria falls
410	GK	One person every 6 seconds dies from what?	Contaminated water diseases
411	GK	Approximately 40 million of what are consumed each year?	Bananas
412	GK	What is the worlds largest rodent?	Capybara
413	GK	Which winter game is known as the roaring game?	Curling
414	GK	The first known what happened in Wisconsin 1878?	Organised motor race
415	GK	Which 2 countries will host the 2002 Soccer World Cup finals?	Japan - South Korea
416	GK	In 1935 Charlton C McGee invented what in the USA?	Parking Meter
417	GK	Which French philosopher created analytical geometry?	Rene Decartes
418	GK	The length of what is approximately 1/10th circumference of earth?	Great wall of China
419	GK	What was the world's first computer bug in 1946?	A moth
420	GK	What does a polythesistic person believe in?	Many Gods
421	GK	Who founded the Greek theatre?	Thespis
422	GK	Maria Magdelana Von Losch Beyyer know as who?	Marlene Dietrich
423	GK	If you suffered from tantartism what would you be doing?	Dancing Mania
424	GK	Which literary prize started in 1968?	Booker McConnell
425	GK	What links Fitzroy, Essenden, Collingswood and Carlton?	Aussie rules football teams
426	GK	What countries people spend most private money on recreation?	Taiwan's
427	GK	What links The Reivers, Grapes of Wrath, Humboldt’s Gift?	Pulitzer Prize winners
428	GK	USA has most airports which country has second most?	Australia
429	GK	In 1829 Walter Hunt invented what common item?	Safety Pin
430	GK	Fredrick Sanger discovered which medical life saver?	Insulin
431	GK	Who invented punched cards used in early computing 1880s?	Herman Hollerith
432	GK	Why did Roselin Franklin (pre discovered dna helix) no Nobel?	She was dead
433	GK	What is a Dwarf Goby?	Worlds smallest true fish
434	GK	What types can be saddle, plane or pivotal?	Body Joints
435	GK	1500 paces was what Roman measurement?	League
436	GK	Denis Gabor of Hungary 1971 Nobel prize for what invention?	Holograms
437	GK	Who gave the UN the land in NY to build their HQ?	John D Rockerfeller
438	GK	In 1779 Abraham Darby built the worlds first what?	Metal Bridge
439	GK	What is the worlds oldest monotheistic religion?	Judaism
440	GK	An aubade or alborda is a song - but what type?	Mourning
441	GK	What sport links Castle Cup, Red Stripe Cup, Ranji Trophy?	Cricket
442	GK	What countries leader does not have an official residence?	CubaGK	What dinosaurs name translates as roof lizard?	Stegosaurus
443	GK	In which country did Turkeys originate?	USA
444	GK	What is Radar from MASH home town?	Ottumwa - Iowa
445	GK	In Macbeth what witch speaks first?	The first witch
446	GK	What fabled monster has a lions head and a serpents tail?	Chimera
447	GK	CH car international registration plate which country?	Switzerland
448	GK	Who said - Give us the tools and we will finish the job Feb 1941?	Winston Churchill
449	GK	In The Marriage of Figaro - who did Figaro marry?	Sussanah
450	GK	What state was founded by Mohammed Ali Jinnah?	Pakistan
451	GK	What nationality are the most immigrants to the USA?	Mexican
452	GK	Who steals the Pink Panther in the original film?	The Phantom
453	GK	What is Challa?	Bread - often plaited
454	GK	Cher Ami saved the Lost Battalion in 1918 what was it?	Pigeon
455	GK	Whose girlfriend was Virginia Hill - he killed her B Hills 1947?	Bugsy Siegel
456	GK	What is the oldest known alcoholic beverage?	Mead
457	GK	In 1986 Graceland was the Grammy album of the year – who’s?	Paul Simon
458	GK	Bob Cummings played which character (both names)?	Maxwell Smart
459	GK	Complete advertising phrase from 1935 My Goodness?	My Guinness
460	GK	Who said - "The bigger they come the harder they fall" 1899?	Bob Fitzsimmons
461	GK	What is Lolita's surname in Vladimere Nabokovs novel?	Haze
462	GK	From what country does the Elkhound originate?	Norway
463	GK	An isohel on a map joins place of equal what?	Sunshine
464	GK	A Regatta is a boat races - where was the original Regatta?	Venice
